Title,Abstract,DOI,Authors,Year,Document_Type,Journal,Source,DECISION,MOTIVO
Salivary gland amyloidosis: Proteomic identification and clinicopathologic characterization of 57 cases.,"Salivary gland amyloidosis is an uncommon diagnosis. Most studies have focused on minor salivary gland biopsies as a surrogate site for diagnosing systemic amyloidosis, while only few studies have investigated major salivary gland amyloidosis. We retrospectively identified 57 major and minor salivary gland amyloidosis cases typed using a proteomics-based method between 2010 and 2022. Frequency of amyloid types, clinicopathologic features, and distribution patterns of amyloid deposits were assessed. The indication for salivary gland biopsy/resection (known in 34 cases) included suspected amyloidosis (N = 14; 41.2%), lesion/mass (N = 12; 35.3%), swelling/enlargement (N = 5; 14.7%), and rule out Sjogren syndrome (N = 3; 8.8%). Concurrent pathology was reported in 16 cases, and included chronic sialadenitis (N = 11), extranodal marginal zone lymphoma (N = 3), plasma cell neoplasm (N = 1), and pleomorphic adenoma (N = 1). We identified 3 types of amyloidosis: immunoglobulin light chain/AL (N = 47; 82.5%); immunoglobulin heavy chain/AH (N = 1; 1.8%), and transthyretin/ATTR (N = 9; 15.8%). The patterns of amyloid deposits (assessed in 35 cases) included: 1) Perivascular and/or periductal distribution (N = 18; 51.4%); 2) Mass formation (N = 9; 25.7%); 3) Stromal micronodule formation (N = 7; 20.0%); and 4) Diffuse interstitial involvement (N = 1; 2.9%). We also identified one case of AL amyloidosis localized to the major salivary gland, where only 6 other cases with adequate staging workup to exclude systemic amyloidosis were previously reported. In conclusion, salivary gland amyloidosis is an uncommon diagnosis but may be underrecognized due to low index of suspicion. Most cases of salivary gland amyloidosis are AL type, but a minority are ATTR. Therefore, proteomics-based typing remains essential for treatment and prognosis.",S0046-8177(24)00130-8 [pii],"Chiu A, Dasari S, Nasr SH, Dispenzieri A, Dao LN, Dalland JC, Howard MT, Larson DP, Rech KL, Theis JD, Vrana JA, McPhail ED",,,Hum Pathol. 2024 Sep;151:105628. doi: 10.1016/j.humpath.2024.105628. Epub 2024 Jul 17.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Prognosis and Staging of AL Amyloidosis.,"The treatment options for systemic light chain amyloidosis (AL) are currently widening in an unprecedented way, brought about by an expanding arsenal of anti-myeloma therapy as well as by novel approaches to target toxic light chains and, most recently, deposited amyloid directly. In this context, accurate estimates of prognosis in AL, which allow for reliable patient advice and for example comparison of different therapies, are particularly important to clinicians. Some biomarkers and especially the genetic background of the underlying clonal disease as evaluated by interphase fluorescence in situ hybridization even have predictive value, enabling an appropriate treatment selection. Derived from the most frequently involved organs in AL, heart and kidney, this review focuses on overall survival and renal survival. A comprehensive overview and summary of reported prognostic factors and biomarkers in AL is given and the most important and validated factors are highlighted. Finally, established staging systems in AL as well as validated and perspective response criteria are presented.",000508287 [pii],"Dittrich T, Kimmich C, Hegenbart U, Schönland SO",,,Acta Haematol. 2020;143(4):388-400. doi: 10.1159/000508287. Epub 2020 Jun 22.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Prognostic value of CMR-derived extracellular volume in AL amyloidosis: a multicenter study.,"BACKGROUND: This study aimed to assess the prognostic value of cardiac magnetic resonance (CMR) variables and compare them with biological and echocardiographic markers in patients with AL cardiac amyloidosis (CA). METHODS: We conducted a prospective study across three tertiary centres, where patients underwent clinical examination, blood tests, echocardiography, and CMR. The primary endpoint was all-cause mortality. RESULTS: A total of 176 patients with AL CA were included, with a median age of 68 years (IQR 58-75). According to the 2004 Mayo Clinic staging, 121 patients (69%) were in stage 3. During a median follow-up of 22 months (IQR 8-48), 45 patients died, and 55 were hospitalized for heart failure. Patients who died had higher NT-proBNP and troponin levels, and lower LVEF, cardiac output, and longitudinal strain. Among CMR variables, extracellular volume (ECV) was most strongly associated with all-cause mortality. In multivariate Cox models, including Mayo Clinic staging, ECV ≥ 0.45 was independently associated with mortality (HR 2.36, CI 95% 1.47-5.60) and also with heart failure hospitalizations (HR 4.10, 95%CI 2.15-8.8). CONCLUSION: ECV is a powerful predictor of outcomes in AL CA, providing additional prognostic value on top of Mayo Clinic staging.",10.1080/13506129.2024.2406842 [doi],"Nicol M, Kitzinger C, Baudet M, Faradji A, Pezel T, Lavergne D, Jaccard A, Vergaro G, Aimo A, Emdin M, Harel S, Royer B, Talbot A, Bousson V, Macron L, Arnulf B, Logeart D",,,Amyloid. 2024 Dec;31(4):318-325. doi: 10.1080/13506129.2024.2406842. Epub 2024 Sep 25.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Conventional Therapy for Amyloid Light-Chain Amyloidosis.,"The vast majority of patients with light-chain (AL) amyloidosis are not eligible for stem cell transplant and are treated with conventional chemotherapy. Conventional regimens are based on various combinations of dexamethasone, alkylating agents, proteasome inhibitors, and immunomodulatory drugs. The choice of these regimens requires a careful risk stratification, based on the extent of amyloid organ involvement, comorbidities, and the characteristics of the amyloidogenic plasma cell clone. Most patients are treated upfront with bortezomib and dexamethasone combined with cyclophosphamide or melphalan. Cyclophosphamide does not compromise stem cell mobilization and harvest and is more manageable in renal failure. Melphalan can overcome the effect of t(11;14), which is associated with lower response rates and shorter survival in subjects treated with bortezomib and dexamethasone, or in combination with cyclophosphamide. Lenalidomide and pomalidomide are the mainstay of rescue treatment. They are effective in patients exposed to bortezomib, dexamethasone, and alkylators, but deep hematologic responses are rare. Ixazomib, alone or in combination with lenalidomide, increases the rate of complete responses in relapsed/refractory patients. Conventional chemotherapy regimens will represent the backbone for future combinations, particularly with anti-plasma-cell immunotherapy, that will further improve response rates and outcomes.",000507072 [pii],"Milani P, Palladini G",,,Acta Haematol. 2020;143(4):365-372. doi: 10.1159/000507072. Epub 2020 Apr 30.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Validation of the Boston University staging system in AL amyloidosis.,"Objectives: We aimed to externally validate Lilleness' et al. Boston University (BU) prognostic score that replaced NT-proBNP with brain natriuretic peptide (BNP), which will allow centres without access to NT-proBNP to accurately stage and prognosticate AL amyloidosis. Patients/methods: Forty-four were identified that had BNP, NTpro-BNP and TnI taken simultaneously, with a mean follow up of 7.3 years. Median age of the 44 patients was 67 years and 27% were female, with 61% having cardiac involvement, and 61% having renal involvement. Results: Using the BU BNP-based staging system, we identified 12/44 (27%) of patients as stage I, 18/44 (41%) of patients as stage II and 14/44 (31%) of patients as stage III. This correlated closely with stratification via the Mayo score, with only one patient miscategorised (97.7% agreement, k = 0.98). Median overall survival for our BU stage I was not reached, stage II was 40 months and stage III was 5 months (long rank p = .0012). Mayo 2004 median overall survival was identical for stages I, II and III. Conclusion: We have provided external validation of the BU staging system, a novel prognostic scoring system incorporating BNP, instead of NT-proBNP, for AL amyloidosis.",10.1080/13506129.2019.1608941 [doi],"Tomlinson R, Matigian N, Mollee P",,,Amyloid. 2019 Sep;26(3):125-127. doi: 10.1080/13506129.2019.1608941. Epub 2019 May 30.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Cutaneous nerve biomarkers in transthyretin familial amyloid polyneuropathy.,"OBJECTIVE: To determine the utility of skin biopsies as a biomarker of disease severity in subjects with amyloid neuropathy. METHODS: Five groups of patients were studied: (1) transthyretin (TTR) familial amyloidotic polyneuropathy (FAP; n = 20), (2) TTR mutation carriers without peripheral neuropathy (TTR-noPN; n = 10), (3) healthy controls (n = 20), (4) diabetic neuropathy disease controls (n = 20), and (5) patients with light-chain (AL) amyloid (n = 2). All subjects underwent neurological examination and 3mm skin biopsies. Sections were stained with anti-PGP9.5, anti-TTR, and Congo red. Intraepidermal (IENFD), sweat gland (SGNFD), and pilomotor nerve fiber densities (PMNFD) were measured. Correlations between the amount of amyloid present (amyloid burden), fiber subtype, and Neuropathy Impairment Score in the Lower Limbs (NIS-LL) were evaluated. RESULTS: IENFD, SGNFD, and PMNFD were all significantly reduced in TTR-FAP patients versus healthy controls, whereas TTR-noPN subjects had intermediate reductions. Lower nerve fiber densities were associated with NIS-LL (p < 0.001). Congo red staining revealed brilliant red amyloid deposits confirmed by apple-green birefringence within dermal collagen, sweat glands, and arrector pili that engulfed axons. The diagnostic sensitivity and specificity to detect amyloid in skin were 70% and 100%. Both AL amyloidosis and 2 of 10 TTR-noPN subjects were Congo red-positive. Amyloid burden correlated with IENFD (r = -0.63), SGNFD (r = -0.67), PMNFD (r = -0.50), and NIS-LL (r = -0.57). Wild-type TTR staining was less prominent in TTR-FAP patients. INTERPRETATION: Cutaneous amyloid was detected in 70% of TTR-FAP and 20% of TTR-noPN subjects. Amyloid burden correlated strongly with reductions in IENFD, SGNFD, PMNFD, and NIS-LL. Skin is an attractive tissue to establish an amyloid diagnosis, and amyloid burden has potential as a biomarker to detect treatment effect in TTR-FAP drug trials. Ann Neurol 2017;82:44-56.",10.1002/ana.24972 [doi],"Ebenezer GJ, Liu Y, Judge DP, Cunningham K, Truelove S, Carter ND, Sebastian B, Byrnes K, Polydefkis M",,,Ann Neurol. 2017 Jul;82(1):44-56. doi: 10.1002/ana.24972. Epub 2017 Jun 20.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Soluble B-cell maturation antigen as a monitoring marker for multiple myeloma.,"Objective: Response to treatment in multiple myeloma (MM) is routinely measured by serum and urine M-protein and free light chain (FLC), as described by the International Myeloma Working Group (IMWG) consensus statement. A non-negligible subgroup of patients however present without measurable biomarkers, others become oligo or non-secretory during recurrent relapses. The aim of our research was to evaluate soluble B-cell maturation antigen (sBCMA) as a monitoring marker measured concurrent with the standard monitoring in MM patients at diagnosis, at relapse and during follow up, in order to establish its potential usefulness in oligo and non-secretory disease. Method: sBCMA levels were measured in 149 patients treated for plasma cell dyscrasia (3 monoclonal gammopathy of unknown significance, 5 smoldering myeloma, 7 plasmacytoma, 8 AL amyloidosis and 126 MM) and 16 control subjects using a commercial ELISA kit. In 43 newly diagnosed patients sBCMA levels were measured at multiple timepoints during treatment, and compared to conventional IMWG response and progression free survival (PFS). Results: sBCMA levels among control subjects were significantly lower than among newly diagnosed or relapsed MM patients [20.8 (14.7-38.7) ng/mL vs. 676 (89.5-1,650) and 264 (20.7-1,603) ng/mL, respectively]. Significant correlations were found between sBCMA and the degree of bone marrow plasma cell infiltration. Out of the 37 newly diagnosed patients who have reached partial response or better per IMWG criteria, 33 (89%) have had at least a 50% drop in sBCMA level by therapy week 4. Cohorts made similarly to IMWG response criteria-achieving a 50% or 90% drop in sBCMA levels compared to level at diagnosis-had statistically significant differences in PFS. Conclusion: Our results confirmed that sBCMA levels are prognostic at important decision points in myeloma, and the percentage of BCMA change is predictive for PFS. This highlights the great potential use of sBCMA in oligo- and non-secretory myeloma.",1611171 [pii],"Wiedemann Á, Szita VR, Horváth R, Szederjesi A, Sebő A, Tóth AD, Masszi T, Varga G",,,Pathol Oncol Res. 2023 Apr 28;29:1611171. doi: 10.3389/pore.2023.1611171. eCollection 2023.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
"Myocardial Characteristics, Cardiac Structure, and Cardiac Function in Systemic Light-Chain Amyloidosis.","BACKGROUND: In systemic light-chain (AL) amyloidosis, cardiac involvement portends poor outcomes. OBJECTIVES: The authors' objectives were to detect early myocardial alterations, to analyze longitudinal changes with therapy, and to predict major adverse cardiac events (MACE) in participants with AL amyloidosis using cardiac magnetic resonance imaging (MRI). METHODS: Recently diagnosed participants were prospectively enrolled. AL amyloidosis with and without cardiomyopathy (AL-CMP, AL-non-CMP) were defined based on abnormal cardiac biomarkers and wall thickness. MRI was performed at baseline, 6 months in all participants, and 12 months in participants with AL-CMP. MACE were defined as all-cause death, heart failure hospitalization, and cardiac transplantation. Mayo stage was based on troponin T, N-terminal pro-B-type natriuretic peptide, and difference in free light chains. RESULTS: This study included 80 participants (median age 62 years, 58% men). Extracellular volume (ECV) was abnormal (>32%) in all participants with AL-CMP and in 47% of those with AL-non-CMP. ECV tended to increase at 6 months (median +2%; AL-CMP P = 0.120; AL-non-CMP P = 0.018) and returned to baseline values at 12 months in participants with AL-CMP. Global longitudinal strain (GLS) improved at 6 months (median -0.6%; P = 0.048) and 12 months (median -1.2%; P < 0.001) in participants with AL-CMP. ECV and GLS were strongly associated with MACE (P < 0.001) and improved the prognostic value when added to Mayo stage (P ≤ 0.002). No participant with ECV ≤32% had MACE, while 74% of those with ECV >48% had MACE. CONCLUSIONS: In patients with systemic AL amyloidosis, ECV detects subclinical myocardial alterations. With therapy, ECV tends to increase at 6 months and returns to values unchanged from baseline at 12 months, whereas GLS improves at 6 and 12 months in participants with AL-CMP. ECV and GLS offer additional prognostic performance over Mayo stage. (Molecular Imaging of Primary Amyloid Cardiomyopathy [MICA]; NCT02641145).",S1936-878X(24)00193-1 [pii],"Clerc OF, Cuddy SAM, Jerosch-Herold M, Benz DC, Katznelson E, Canseco Neri J, Taylor A, Kijewski MF, Bianchi G, Ruberg FL, Di Carli MF, Liao R, Kwong RY, Falk RH, Dorbala S",,,JACC Cardiovasc Imaging. 2024 Nov;17(11):1271-1286. doi: 10.1016/j.jcmg.2024.05.004. Epub 2024 Jul 10.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
High-Sensitivity and Conventional Cardiac Troponin-I Assays in AL Amyloidosis.,"BACKGROUND: Circulating cardiac troponin-I (cTnI) plays a crucial role in biomarker staging systems, offering important information for prognostification and risk stratification of patients with AL amyloidosis. High-sensitivity cTnI (HS-cTnI) assays have been introduced in practice; however, the data on the concordance between conventional and HS-cTnI and the utility of HS-cTnI in cardiac biomarker staging are lacking. METHODS: Seventy-eight consecutive patients with AL amyloidosis who were prospectively evaluated at the Boston University Amyloidosis Center from October 2022 through March 2023 were included. cTnI was measured using the Abbott Architect cTnI chemiluminescent microparticle immunoassay (CMIA) and HS-cTnI using the Abbott Alinity HS-cTnI CMIA assay. Assay results were compared by Deming regression and Bland-Altman analyses, and cardiac biomarker stages were assigned and compared using both assay results. RESULTS: Median cTnI and HS-cTnI concentrations were 13.0 and 7.0 ng/L, respectively. Bland-Altman analysis demonstrated a negative bias with HS-cTnI results (mean percent difference between assays: -49.8%) and the greatest variance occurring below 50 ng/L. Deming regression supported this negative discordance (slope, 0.66; intercept, -1.9). The use of HS-cTnI assay downgraded cardiac biomarker staging assignments from stage IIIA to stage II (n = 3) and from stage IIIB to stage II (n = 1). CONCLUSIONS: Overall agreement was demonstrated; however, a negative bias for HS-cTnI assay was noted at low concentrations. The application of the conventional cTnI threshold of >100 ng/L to HS-cTnI-based Boston University cardiac staging showed a trend toward downgraded staging assignments. The prognostic utility of HS-cTnI assay in biomarker staging warrants further investigation in patients with AL amyloidosis.",7874933 [pii],"Dodge MC, Prokaeva T, Mendelson L, Joshi T, Sanchorawala V, Kataria Y",,,J Appl Lab Med. 2025 Mar 3;10(2):315-324. doi: 10.1093/jalm/jfae111.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Mass Spectrometry Amyloid Typing Is Reproducible across Multiple Organ Sites.,"We have determined patient's amyloid subtype through immunohistochemical and proteomic analyses of formalin-fixed, paraffin-embedded (FFPE) tissue samples from two affected organs per patient. Amyloid typing, via immunohistochemistry (IHC) and laser microdissection followed by the combination of liquid chromatography with mass spectrometry (LMD-LC-MS), was performed using tissue samples of the human heart, liver, kidney, tongue, and small intestine from 11 patients, and the results were compared with clinical data. LMD-LC-MS correctly typed AL amyloidosis in all 22 FFPE tissue samples despite tissue origin. In contrast, IHC was successful only in the analysis of eight FFPE tissue samples with differences between the examined organs. In the majority of LMD-LC-MS typed samples, the level of IHC staining intensity for transthyretin and serum amyloid A was the same as that for Ig κ and Ig λ antibodies, suggesting low Ig κ or Ig λ antibodies reactivity and the additional antibody clones were essential for correct typing. Both methods used in the study were found to be suitable for amyloid typing, although LMD-LC-MS yielded more promising results than IHC.",10.1155/2019/3689091 [doi],"Holub D, Flodrova P, Pika T, Flodr P, Hajduch M, Dzubak P",,,Biomed Res Int. 2019 Jan 31;2019:3689091. doi: 10.1155/2019/3689091. eCollection 2019.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Circulating ECM proteins decorin and alpha-L-iduronidase differentiate ATTRwt-CM from ATTRwt-negative HFpEF/HFmrEF.,"AIMS: Wild-type transthyretin cardiac amyloidosis (ATTRwt-CM) is an under-recognized aetiology of heart failure (HF), necessitating early detection for timely treatment. Our study aimed to differentiate patients with ATTRwt-CM from ATTRwt-negative HFpEF/HFmrEF patients by identifying and validating circulating protein biomarkers. In addition, we measured the same biomarkers in patients with cardiomyopathy due to light chain amyloidosis (AL)-CM to gain disease-specific insights. METHODS AND RESULTS: In this observational study, serum concentrations of 363 protein biomarkers were measured in a discovery cohort consisting of 73 ATTRwt-CM, 55 AL-CM, and 59 ATTRwt-negative HFpEF/HFmrEF patients, using multiplex proximity extension assays. Sparse partial least squares analyses showed overlapping ATTRwt-CM and AL-CM biomarker profiles with clear visual differentiation from ATTRwt-negative patients. Pathway analyses with g:Profiler revealed significantly up-regulated proteoglycans (PG) and cell adhesion pathways in both ATTRwt-CM and AL-CM. Penalized regression analysis revealed that the proteoglycan decorin (DCN), lysosomal hydrolase alpha-L-iduronidase (IDUA) and glycosyl hydrolase galactosidase β-1 (GLB-1) most effectively distinguished ATTRwt-CM from ATTRwt-negative patients (R2 = 0.71). In a prospective validation cohort of 35 ATTRwt-CM patients and 25 ATTRwt-negative patients, DCN and IDUA significantly predicted ATTRwt-CM in the initial analysis (DCN: OR 3.3, IDUA: OR 0.4). While DCN remained significant after correcting for echocardiographic parameters, IDUA did not. DCN showed moderate discriminative ability (AUC, 0.74; 95% CI, 0.61-0.87; sensitivity, 0.91; specificity, 0.52) as did IDUA (AUC, 0.78; 95% CI, 0.65-0.91; sensitivity, 0.91; specificity, 0.61). A model combining clinical factors (AUC 0.92) outperformed DCN but not IDUA, a combination of the biomarkers was not significantly better. Neither DCN nor IDUA correlated with established disease markers. CONCLUSION: ATTRwt-CM has a distinctly different biomarker profile compared with HFpEF/HFmrEF, while ATTRwt-CM patients share a similar biomarker profile with AL-CM patients characterized by up-regulation of proteoglycans and cell-adhesion pathways. The biomarkers DCN and IDUA show the potential to serve as an initial screening tool for ATTTRwt-CM. Further research is needed to determine the clinical usefulness of these and other extracellular matrix components in identifying ATTRwt-CM.",7759338 [pii],"Tubben A, Markousis-Mavrogenis G, Meems LMG, van Essen BJ, Baumhove L, Berends M, Tingen HSA, Bijzet J, Hazenberg BPC, Voors AA, van Veldhuisen DJ, Slart RHJA, Nienhuis HLA, van der Meer P",,,Cardiovasc Res. 2024 Nov 25;120(14):1727-1736. doi: 10.1093/cvr/cvae189.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
A Pilot Study of Rare Renal Amyloidosis Based on FFPE Proteomics.,"Renal amyloidosis typically manifests albuminuria, nephrotic-range proteinuria, and ultimately progresses to end-stage renal failure if diagnosed late. Different types of renal amyloidosis have completely different treatments and outcomes. Therefore, amyloidosis typing is essential for disease prognosis, genetic counseling and treatment. Thirty-six distinct proteins currently known to cause amyloidosis that have been described as amyloidogenic precursors, immunohistochemistry (IHC) or immunofluorescence (IF), can be challenging for amyloidosis typing especially in rare or hereditary amyloidosis in clinical practice. We made a pilot study that optimized the proteomics pre-processing procedures for trace renal amyloidosis formalin-fixed paraffin-embedded (FFPE) tissue samples, combined with statistical and bioinformatics analysis to screen out the amyloidosis-related proteins to accurately type or subtype renal amyloidosis in order to achieve individual treatment. A sensitive, specific and reliable FFPE-based proteomics analysis for trace sample manipulation was developed for amyloidosis typing. Our results not only underlined the great promise of traditional proteomics and bioinformatics analysis using FFPE tissues for amyloidosis typing, but also proved that retrospective diagnosis and analysis of previous cases laid a solid foundation for personalized treatment.",molecules26237234 [pii],"Meng S, Xia W, Xia L, Zhou L, Xu J, Pan X, Meng L",,,Molecules. 2021 Nov 29;26(23):7234. doi: 10.3390/molecules26237234.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Deferred autologous stem cell transplantation in systemic AL amyloidosis.,"High-dose melphalan with autologous stem cell transplantation (ASCT) can induce durable haematological and organ responses in systemic AL amyloidosis (AL). Stringent selection criteria have improved safety of ASCT in AL but most patients are transplant-ineligible. We report our experience of deferred ASCT in AL patients who were transplant-ineligible at presentation but had improvements in organ function after induction chemotherapy, enabling them to undergo ASCT. Twenty-two AL patients underwent deferred ASCT from 2011 to 2017. All had serial organ function and clonal response assessment. Organ involvement and responses were defined by amyloidosis consensus criteria. All patients were transplant-ineligible at presentation, predominantly due to advanced cardiac involvement. All received bortezomib-based therapy, with 100% haematologic response (86% complete response (CR)/very good partial response (VGPR)), enabling reversal of ASCT exclusion criteria. Patients underwent deferred ASCT for haematologic progression (45%) or consolidation (55%). There was no transplant-related mortality. Haematologic responses post-ASCT: CR 50%, VGPR 27%, PR 18%, non-response 5%. In all, 85.7% achieved cardiac responses. Median overall survival (OS) was not reached. Median progression-free survival (PFS) was 54 months. This selected cohort achieved excellent haematologic responses, organ responses, PFS and OS with deferred ASCT. If larger studies confirm these findings, this may widen the applicability of ASCT in AL.",10.1038/s41408-018-0137-9 [pii],"Manwani R, Hegenbart U, Mahmood S, Sachchithanantham S, Kyriakou C, Yong K, Popat R, Rabin N, Whelan C, Dittrich T, Kimmich C, Hawkins P, Schönland S, Wechalekar A",,,Blood Cancer J. 2018 Nov 5;8(11):101. doi: 10.1038/s41408-018-0137-9.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
